8	722673
16	1194921
32	2517702
64	5211726
128	10457516
256	23551057
512	37758112
1024	73299928
2048	179964850
4096	295100864
8192	531948051
16384	847594412
32768	1032062992
65536	1434676007
131072	1553722143
262144	2006152904
524288	1999877937
1048576	1975351807
2097152	2759192695
4194304	3295957754
8388608	3197085177
16777216	3730807171
33554432	3837809843
67108864	3842448581
134217728	3305224446
268435456	3137068343
536870912	3969090370
