8	863930
16	1963190
32	2993451
64	8864265
128	16688396
256	22614840
512	57015590
1024	134031413
2048	251288343
4096	449122807
8192	666558177
16384	1139360222
32768	1356853002
65536	1804405286
131072	1984135634
262144	2461908339
524288	2548923136
1048576	2416964779
2097152	4191370040
4194304	4463545036
8388608	4586445051
16777216	4546683324
33554432	4763568271
67108864	4624552094
134217728	4816202118
268435456	4781291162
536870912	4830775678
